Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
deat-2020-new-spring-and-summer-fashion-women-clothes-cashmere-sqaure-collar-full-sleeves-elasitc-high-waist-sexy-pullover-wk080,,,,,,,,,L,,black,,,32217284-l-black,0.0,shopify,deny,oberlo,55.96,55.96,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306529739.jpg?v=1584384477,kg,,,,,
trendyol-ruffle-detail-shirt-twoss20go0275,Trendyol Ruffle Detail Shirt TWOSS20GO0275,<p><span><strong>Brand Name:</strong> Trendyol</span></p>,yellowsweets,,,"",true,Color,Beyaz,Size,36,,,34119983-beyaz-36,0.0,shopify,deny,oberlo,65.40,65.40,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1282179925.jpg?v=1584384476,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1282179925.jpg?v=1584384476,kg,,,,,active
trendyol-ruffle-detail-shirt-twoss20go0275,,,,,,,,,Beyaz,,40,,,34119983-beyaz-40,0.0,shopify,deny,oberlo,65.40,65.40,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1282179925.jpg?v=1584384476,kg,,,,,
trendyol-ruffle-detail-shirt-twoss20go0275,,,,,,,,,Beyaz,,38,,,34119983-beyaz-38,0.0,shopify,deny,oberlo,65.40,65.40,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1282179925.jpg?v=1584384476,kg,,,,,
trendyol-ruffle-detail-shirt-twoss20go0275,,,,,,,,,Beyaz,,34,,,34119983-beyaz-34,0.0,shopify,deny,oberlo,65.40,65.40,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1282179925.jpg?v=1584384476,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,Rechargeable Nails Dog Cat Care Grooming USB Electric Pet Dog Nail Grinder Trimmer Clipper Pets Paws Nail Cutter,<p><span><strong>Material:</strong> Iron</span><br><span><strong>Type:</strong> Dogs</span><br><span><strong>Item Type:</strong> Nailclippers</span><br><span><strong>Item Type:</strong> Nailclippers</span><br><span><strong>Type:</strong> Dogs</span><br><span><strong>Unit Type:</strong> piece</span><br><span><strong>Package Weight:</strong> 0.21kg (0.46lb.)</span><br><span><strong>Package Size:</strong> 20cm x 15cm x 15cm (7.87in x 5.91in x 5.91in)</span></p>,yellowsweets,,,"",true,Color,Grinder,Size,M,Ships From,China,16673503-grinder-m-china,0.0,shopify,deny,oberlo,22.10,22.10,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068417.jpg?v=1584384480,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068423.jpg?v=1584384484,kg,,,,,active
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,Grinder,,M,,United States,16673503-grinder-m-united-states,0.0,shopify,deny,oberlo,22.28,22.28,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068424.jpg?v=1584384481,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068423.jpg?v=1584384484,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,Grinder,,M,,France,16673503-grinder-m-france,0.0,shopify,deny,oberlo,22.28,22.28,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068425.jpg?v=1584384482,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068423.jpg?v=1584384484,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,Grinder,,M,,Spain,16673503-grinder-m-spain,0.0,shopify,deny,oberlo,22.28,22.28,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068423.jpg?v=1584384484,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068423.jpg?v=1584384484,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,1PC Head,,M,,China,16673503-1pc-head-m-china,0.0,shopify,deny,oberlo,6.38,6.38,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068424.jpg?v=1584384481,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,1PC Head,,M,,United States,16673503-1pc-head-m-united-states,0.0,shopify,deny,oberlo,6.22,6.22,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068424.jpg?v=1584384481,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,1PC Head,,M,,Spain,16673503-1pc-head-m-spain,0.0,shopify,deny,oberlo,6.22,6.22,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068424.jpg?v=1584384481,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,1PC Head,,M,,France,16673503-1pc-head-m-france,0.0,shopify,deny,oberlo,6.22,6.22,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068424.jpg?v=1584384481,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,Grinder Head Set,,M,,China,16673503-grinder-head-set-m-china,0.0,shopify,deny,oberlo,27.50,27.50,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068425.jpg?v=1584384482,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,Grinder Head Set,,M,,United States,16673503-grinder-head-set-m-united-states,0.0,shopify,deny,oberlo,26.24,26.24,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068425.jpg?v=1584384482,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,Grinder Head Set,,M,,Spain,16673503-grinder-head-set-m-spain,0.0,shopify,deny,oberlo,28.50,28.50,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068425.jpg?v=1584384482,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,Grinder Head Set,,M,,France,16673503-grinder-head-set-m-france,0.0,shopify,deny,oberlo,28.50,28.50,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068425.jpg?v=1584384482,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,1PC Head,,M,,Australia,16673503-1pc-head-m-australia,0.0,shopify,deny,oberlo,6.22,6.22,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068424.jpg?v=1584384481,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,1PC Head,,M,,Italy,16673503-1pc-head-m-italy,0.0,shopify,deny,oberlo,6.22,6.22,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068424.jpg?v=1584384481,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,1PC Head,,M,,Belgium,16673503-1pc-head-m-belgium,0.0,shopify,deny,oberlo,6.22,6.22,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068424.jpg?v=1584384481,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,Grinder Head Set,,M,,Australia,16673503-grinder-head-set-m-australia,0.0,shopify,deny,oberlo,28.50,28.50,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068425.jpg?v=1584384482,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,Grinder,,M,,Australia,16673503-grinder-m-australia,0.0,shopify,deny,oberlo,22.62,22.62,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068423.jpg?v=1584384484,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,Grinder,,M,,Italy,16673503-grinder-m-italy,0.0,shopify,deny,oberlo,22.28,22.28,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068423.jpg?v=1584384484,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,Grinder,,M,,Belgium,16673503-grinder-m-belgium,0.0,shopify,deny,oberlo,22.28,22.28,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068423.jpg?v=1584384484,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,Grinder Head Set,,M,,Italy,16673503-grinder-head-set-m-italy,0.0,shopify,deny,oberlo,28.50,28.50,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068425.jpg?v=1584384482,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,Grinder Head Set,,M,,Belgium,16673503-grinder-head-set-m-belgium,0.0,shopify,deny,oberlo,28.50,28.50,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068425.jpg?v=1584384482,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,Grinder Head Set,,M,,Czech Republic,16673503-grinder-head-set-m-czech-republic,0.0,shopify,deny,oberlo,28.50,28.50,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068425.jpg?v=1584384482,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,1PC Head,,M,,Czech Republic,16673503-1pc-head-m-czech-republic,0.0,shopify,deny,oberlo,6.22,6.22,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068424.jpg?v=1584384481,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,Grinder,,M,,Czech Republic,16673503-grinder-m-czech-republic,0.0,shopify,deny,oberlo,22.28,22.28,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068423.jpg?v=1584384484,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,Grinder,,M,,Poland,16673503-grinder-m-poland,0.0,shopify,deny,oberlo,22.28,22.28,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068423.jpg?v=1584384484,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,1PC Head,,M,,Poland,16673503-1pc-head-m-poland,0.0,shopify,deny,oberlo,6.22,6.22,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068424.jpg?v=1584384481,kg,,,,,
rechargeable-nails-dog-cat-care-grooming-usb-electric-pet-dog-nail-grinder-trimmer-clipper-pets-paws-nail-cutter,,,,,,,,,Grinder Head Set,,M,,Poland,16673503-grinder-head-set-m-poland,0.0,shopify,deny,oberlo,28.50,28.50,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301068425.jpg?v=1584384482,kg,,,,,
posture-corrector-lift-up-bra-women-new-desigh-x-bra-breathable-yoga-underwear-shockproof-sports-support-fitness-vest-bras,Posture Corrector Lift Up Bra Women New Desigh X-bra Breathable Yoga Underwear Shockproof Sports Support Fitness Vest Bras,<p><span><strong>Brand Name:</strong> None</span><br><span><strong>Sports Type:</strong> Fitness</span><br><span><strong>Material:</strong> SPANDEX + NYLON</span><br><span><strong>Closure Type:</strong> NA</span><br><span><strong>Model Number:</strong> NA</span><br><span><strong>Feature:</strong> Breathable</span></p>,yellowsweets,,,"",true,Color,Black,Size,L,,,24598065-black-l,0.0,shopify,deny,oberlo,17.98,17.98,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1307609180.jpg?v=1584384476,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
posture-corrector-lift-up-bra-women-new-desigh-x-bra-breathable-yoga-underwear-shockproof-sports-support-fitness-vest-bras,,,,,,,,,Black,,M,,,24598065-black-m,0.0,shopify,deny,oberlo,17.38,17.38,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
posture-corrector-lift-up-bra-women-new-desigh-x-bra-breathable-yoga-underwear-shockproof-sports-support-fitness-vest-bras,,,,,,,,,Black,,S,,,24598065-black-s,0.0,shopify,deny,oberlo,15.98,15.98,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
posture-corrector-lift-up-bra-women-new-desigh-x-bra-breathable-yoga-underwear-shockproof-sports-support-fitness-vest-bras,,,,,,,,,Skin,,L,,,24598065-skin-l,0.0,shopify,deny,oberlo,17.98,17.98,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
posture-corrector-lift-up-bra-women-new-desigh-x-bra-breathable-yoga-underwear-shockproof-sports-support-fitness-vest-bras,,,,,,,,,Skin,,M,,,24598065-skin-m,0.0,shopify,deny,oberlo,17.38,17.38,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
posture-corrector-lift-up-bra-women-new-desigh-x-bra-breathable-yoga-underwear-shockproof-sports-support-fitness-vest-bras,,,,,,,,,Skin,,S,,,24598065-skin-s,0.0,shopify,deny,oberlo,15.98,15.98,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
joint-support-knee-pads-breathable-non-slip-lift-knee-pads-powerful-rebound-spring-force-knee-booster,Joint Support Knee Pads Breathable Non-slip Lift Knee Pads Powerful Rebound Spring Force Knee Booster,<p><span><strong>Brand Name:</strong> Genkent</span><br><span><strong>Item Type:</strong> Braces &amp; Supports</span><br><span><strong>Effect:</strong> Bone Care</span><br><span><strong>Color:</strong> Black</span></p>,yellowsweets,,,"",true,Ships From,China,Color,1 PC,,,26635014-china-1-pc,0.0,shopify,deny,oberlo,21.22,21.22,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306724594.jpg?v=1584384476,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306724601.jpg?v=1584384476,kg,,,,,active
joint-support-knee-pads-breathable-non-slip-lift-knee-pads-powerful-rebound-spring-force-knee-booster,,,,,,,,,United States,,1 PC,,,26635014-united-states-1-pc,0.0,shopify,deny,oberlo,21.22,21.22,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306724601.jpg?v=1584384476,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306724601.jpg?v=1584384476,kg,,,,,
joint-support-knee-pads-breathable-non-slip-lift-knee-pads-powerful-rebound-spring-force-knee-booster,,,,,,,,,United States,,1 Pair,,,26635014-united-states-1-pair,0.0,shopify,deny,oberlo,36.92,36.92,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306724600.jpg?v=1584384476,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306724600.jpg?v=1584384476,kg,,,,,
joint-support-knee-pads-breathable-non-slip-lift-knee-pads-powerful-rebound-spring-force-knee-booster,,,,,,,,,China,,1 Pair,,,26635014-china-1-pair,0.0,shopify,deny,oberlo,36.92,36.92,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306724600.jpg?v=1584384476,kg,,,,,
nylon-heavy-duty-dog-pet-harness-collar-adjustable-padded-extra-big-large-medium-small-dog-harnesses-vest-husky-dogs-supplies,Nylon Heavy Duty Dog Pet Harness Collar Adjustable Padded Extra Big Large Medium Small Dog Harnesses vest Husky Dogs Supplies,<p><span><strong>Type:</strong> Dogs</span><br><span><strong>Type:</strong> Harnesses</span><br><span><strong>Dog Harness Type:</strong> Basic Halter Harnesses</span><br><span><strong>Pattern:</strong> Solid</span><br><span><strong>Material:</strong> NYLON</span><br><span><strong>Season:</strong> All seasons</span><br><span><strong>Feature:</strong> Breakaway</span><br><span><strong>Feature:</strong> Quick Release</span><br><span><strong>Feature:</strong> Padded</span><br><span><strong>Brand Name:</strong> Wodondog</span><br><span><strong>Collar Type:</strong> Basic Collars</span></p>,yellowsweets,,,"",true,Color,black,Size,L,,,353195-black-l,0.0,shopify,deny,oberlo,12.54,12.54,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107663.jpg?v=1584384478,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107669.jpg?v=1584384478,kg,,,,,active
nylon-heavy-duty-dog-pet-harness-collar-adjustable-padded-extra-big-large-medium-small-dog-harnesses-vest-husky-dogs-supplies,,,,,,,,,black,,M,,,353195-black-m,0.0,shopify,deny,oberlo,11.36,11.36,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107669.jpg?v=1584384478,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107669.jpg?v=1584384478,kg,,,,,
nylon-heavy-duty-dog-pet-harness-collar-adjustable-padded-extra-big-large-medium-small-dog-harnesses-vest-husky-dogs-supplies,,,,,,,,,black,,S,,,353195-black-s,0.0,shopify,deny,oberlo,10.76,10.76,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107670.jpg?v=1584384480,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107669.jpg?v=1584384478,kg,,,,,
nylon-heavy-duty-dog-pet-harness-collar-adjustable-padded-extra-big-large-medium-small-dog-harnesses-vest-husky-dogs-supplies,,,,,,,,,black,,XL,,,353195-black-xl,0.0,shopify,deny,oberlo,14.36,14.36,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107672.jpg?v=1584384480,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107669.jpg?v=1584384478,kg,,,,,
nylon-heavy-duty-dog-pet-harness-collar-adjustable-padded-extra-big-large-medium-small-dog-harnesses-vest-husky-dogs-supplies,,,,,,,,,camouflage,,XL,,,353195-camouflage-xl,0.0,shopify,deny,oberlo,14.36,14.36,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107671.jpg?v=1584384481,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107670.jpg?v=1584384480,kg,,,,,
nylon-heavy-duty-dog-pet-harness-collar-adjustable-padded-extra-big-large-medium-small-dog-harnesses-vest-husky-dogs-supplies,,,,,,,,,camouflage,,L,,,353195-camouflage-l,0.0,shopify,deny,oberlo,12.54,12.54,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107670.jpg?v=1584384480,kg,,,,,
nylon-heavy-duty-dog-pet-harness-collar-adjustable-padded-extra-big-large-medium-small-dog-harnesses-vest-husky-dogs-supplies,,,,,,,,,camouflage,,M,,,353195-camouflage-m,0.0,shopify,deny,oberlo,11.36,11.36,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107670.jpg?v=1584384480,kg,,,,,
nylon-heavy-duty-dog-pet-harness-collar-adjustable-padded-extra-big-large-medium-small-dog-harnesses-vest-husky-dogs-supplies,,,,,,,,,camouflage,,S,,,353195-camouflage-s,0.0,shopify,deny,oberlo,10.76,10.76,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107670.jpg?v=1584384480,kg,,,,,
nylon-heavy-duty-dog-pet-harness-collar-adjustable-padded-extra-big-large-medium-small-dog-harnesses-vest-husky-dogs-supplies,,,,,,,,,leopard,,L,,,353195-leopard-l,0.0,shopify,deny,oberlo,12.54,12.54,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107672.jpg?v=1584384480,kg,,,,,
nylon-heavy-duty-dog-pet-harness-collar-adjustable-padded-extra-big-large-medium-small-dog-harnesses-vest-husky-dogs-supplies,,,,,,,,,leopard,,M,,,353195-leopard-m,0.0,shopify,deny,oberlo,11.36,11.36,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107672.jpg?v=1584384480,kg,,,,,
nylon-heavy-duty-dog-pet-harness-collar-adjustable-padded-extra-big-large-medium-small-dog-harnesses-vest-husky-dogs-supplies,,,,,,,,,leopard,,S,,,353195-leopard-s,0.0,shopify,deny,oberlo,10.76,10.76,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107672.jpg?v=1584384480,kg,,,,,
nylon-heavy-duty-dog-pet-harness-collar-adjustable-padded-extra-big-large-medium-small-dog-harnesses-vest-husky-dogs-supplies,,,,,,,,,leopard,,XL,,,353195-leopard-xl,0.0,shopify,deny,oberlo,14.36,14.36,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107672.jpg?v=1584384480,kg,,,,,
nylon-heavy-duty-dog-pet-harness-collar-adjustable-padded-extra-big-large-medium-small-dog-harnesses-vest-husky-dogs-supplies,,,,,,,,,red,,L,,,353195-red-l,0.0,shopify,deny,oberlo,12.54,12.54,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107671.jpg?v=1584384481,kg,,,,,
nylon-heavy-duty-dog-pet-harness-collar-adjustable-padded-extra-big-large-medium-small-dog-harnesses-vest-husky-dogs-supplies,,,,,,,,,red,,M,,,353195-red-m,0.0,shopify,deny,oberlo,11.36,11.36,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309107671.jpg?v=1584384481,kg,,,,,
